company,model,year,condition,mileage(km),fuel,volume(cm3),color,transmission,drive_unit,vehicle_size_class,priceUSD
ford,mondeo,1999,with mileage,441479.0,diesel,1800.0,green,mechanics,front-wheel drive,D,1400
toyota,celica,1995,with mileage,265000.0,petrol,2000.0,blue,mechanics,front-wheel drive,S,4990
renault,grand-scenic,2013,with mileage,232000.0,diesel,1500.0,black,mechanics,front-wheel drive,,11600
volkswagen,sharan,2007,with mileage,265000.0,diesel,2000.0,blue,mechanics,front-wheel drive,,9999
rover,200,1998,with mileage,240000.0,petrol,1400.0,silver,mechanics,front-wheel drive,B,1350
mitsubishi,space-gear,1995,with mileage,300000.0,petrol,2400.0,other,mechanics,rear drive,,2500
mercedes-benz,c-klass,2007,with mileage,300000.0,petrol,1800.0,silver,auto,rear drive,D,7500
chevrolet,niva,2005,with mileage,150000.0,petrol,1700.0,purple,mechanics,all-wheel drive,J,2700
lada-vaz,2106,2000,with mileage,80000.0,petrol,1600.0,blue,mechanics,rear drive,B,950
mercedes-benz,s-klass,2008,with mileage,165000.0,petrol,3500.0,black,auto,rear drive,S,16500
ford,galaxy,1997,with mileage,330000.0,diesel,1900.0,green,mechanics,front-wheel drive,M,3200
hyundai,grand-santa-fe,2014,with mileage,89000.0,diesel,2200.0,black,auto,part-time four-wheel drive,,26555
land-rover,range-rover,2002,with mileage,200000.0,petrol,4400.0,blue,auto,all-wheel drive,J,6900
mazda,2,2008,with mileage,112000.0,petrol,1300.0,gray,mechanics,front-wheel drive,B,5000
peugeot,308,2010,with mileage,108000.0,petrol,1600.0,red,auto,front-wheel drive,C,5600
opel,zafira,2001,with mileage,307000.0,petrol,1800.0,silver,mechanics,front-wheel drive,M,5000
audi,a8,1997,with mileage,300000.0,petrol,4200.0,black,auto,all-wheel drive,F,3000
chrysler,town-and-country,2001,with mileage,403944.34,petrol,3300.0,silver,auto,front-wheel drive,M,3500
hyundai,solaris,2017,with mileage,57000.0,petrol,1600.0,gray,mechanics,front-wheel drive,B,10600
nissan,primera,2000,with mileage,124770.0,petrol,1800.0,silver,mechanics,front-wheel drive,D,2200
audi,a4,2006,with mileage,165000.0,diesel,2000.0,black,mechanics,front-wheel drive,D,10300
volkswagen,passat-cc,2013,with mileage,130000.0,petrol,1800.0,brown,auto,front-wheel drive,D,11800
audi,a6-allroad,2000,with mileage,465000.0,petrol,2700.0,green,auto,all-wheel drive,E,6500
mercedes-benz,a-klass,1998,with mileage,200.0,petrol,1600.0,green,auto,front-wheel drive,A,2650
hyundai,solaris,2015,with mileage,76000.0,petrol,1591.0,white,auto,front-wheel drive,B,9500
kia,sportage,2016,with mileage,65000.0,petrol,2000.0,black,auto,part-time four-wheel drive,J,18900
mercedes-benz,m-klass,2005,with mileage,266100.0,petrol,3500.0,black,auto,all-wheel drive,J,12000
volkswagen,caravelle,2002,with mileage,440000.0,petrol,2500.0,white,mechanics,front-wheel drive,M,7500
ford,escort,1992,with mileage,190000.0,petrol,1400.0,blue,mechanics,front-wheel drive,C,650
audi,a6,2004,with mileage,295000.0,diesel,2500.0,silver,auto,front-wheel drive,E,6500
volkswagen,tiguan,2013,with mileage,180360.0,petrol,2000.0,gray,auto,part-time four-wheel drive,J,13300
toyota,rav4,2009,with mileage,71615.63,petrol,2500.0,burgundy,auto,front-wheel drive,J,12500
bmw,7-seriya,2010,with mileage,200000.0,diesel,3000.0,black,auto,rear drive,F,18700
uaz,patriot,2009,with mileage,114000.0,petrol,2700.0,silver,mechanics,part-time four-wheel drive,J,5600
infiniti,fx,2011,with mileage,114000.0,petrol,3700.0,black,auto,all-wheel drive,,20500
ford,mondeo,2003,with mileage,273000.0,petrol,2500.0,other,mechanics,front-wheel drive,D,3200
peugeot,307,2002,with mileage,100000.0,petrol,2000.0,silver,mechanics,front-wheel drive,C,3700
bmw,x3,2004,with mileage,270000.0,diesel,3000.0,black,auto,all-wheel drive,J,8950
chrysler,voyager,1998,with mileage,555000.0,diesel,2500.0,blue,mechanics,front-wheel drive,M,2400
mercedes-benz,s-klass,2009,with mileage,200000.0,petrol,3500.0,black,auto,rear drive,S,17500
ford,galaxy,1998,with mileage,349200.0,diesel,1900.0,red,mechanics,front-wheel drive,M,3500
bmw,3-seriya,1994,with mileage,385000.0,diesel,2500.0,black,mechanics,rear drive,D,1600
bmw,5-seriya,2015,with mileage,103000.0,diesel,2000.0,black,auto,rear drive,E,23300
mazda,6,2006,with mileage,276500.0,petrol,2000.0,gray,auto,front-wheel drive,D,4950
ford,fiesta,1999,with mileage,210000.0,petrol,1300.0,silver,mechanics,front-wheel drive,B,980
nissan,x-trail,2014,with mileage,83000.0,petrol,2000.0,white,auto,part-time four-wheel drive,J,17250
skoda,felicia,1997,with mileage,10.0,petrol,1300.0,red,mechanics,front-wheel drive,B,1000
audi,a6,1995,with mileage,350000.0,petrol,2600.0,black,mechanics,front-wheel drive,E,3000
audi,a6-allroad,2001,with mileage,295000.0,diesel,2500.0,green,mechanics,all-wheel drive,E,7999
bmw,5-seriya,2011,with mileage,170000.0,petrol,2500.0,white,auto,rear drive,E,17000
toyota,camry,2006,with mileage,309154.214,petrol,2400.0,silver,auto,front-wheel drive,D,9600
audi,a6,2001,with mileage,301000.0,diesel,1900.0,silver,mechanics,front-wheel drive,E,6400
iran-khodro,samand,2010,with mileage,150000.0,petrol,1800.0,silver,mechanics,front-wheel drive,,2600
bmw,x3,2004,with mileage,299000.0,diesel,3000.0,silver,auto,all-wheel drive,J,10300
great-wall,hover-h3,2014,with mileage,66727.0,petrol,2000.0,black,mechanics,part-time four-wheel drive,J,12692
mitsubishi,asx,2014,with mileage,92000.0,petrol,1800.0,gray,auto,front-wheel drive,J,11199
volkswagen,touareg,2005,with mileage,235000.0,diesel,5000.0,gray,auto,all-wheel drive,J,8990
renault,laguna,1997,with mileage,330000.0,petrol,2000.0,green,mechanics,front-wheel drive,D,1800
hyundai,santa-fe,2017,with mileage,90000.0,diesel,2200.0,brown,auto,part-time four-wheel drive,J,32000
nissan,almera,2000,with mileage,246000.0,petrol,1500.0,burgundy,mechanics,front-wheel drive,C,2200
suzuki,baleno,1997,with mileage,220000.0,petrol,1300.0,blue,mechanics,front-wheel drive,C,1490
opel,astra,2000,with mileage,258816.0,diesel,1700.0,white,mechanics,front-wheel drive,C,3700
fiat,punto,2000,with mileage,348000.0,diesel,1900.0,black,mechanics,front-wheel drive,B,2000
toyota,rav4,2006,with mileage,180000.0,petrol,2000.0,black,auto,part-time four-wheel drive,J,9300
renault,laguna,1998,with mileage,300000.0,petrol,1800.0,gray,mechanics,front-wheel drive,D,1450
toyota,tundra,2008,with mileage,150000.0,petrol,4700.0,blue,auto,rear drive,,14800
volkswagen,golf,1987,with mileage,285000.0,petrol,1300.0,red,mechanics,front-wheel drive,C,1600
mercedes-benz,e-klass,1992,with mileage,645000.0,petrol,4200.0,black,auto,rear drive,E,11000
ford,escort,1996,with mileage,250000.0,diesel,1800.0,green,mechanics,front-wheel drive,C,400
mazda,3,2003,with mileage,239083.5504,petrol,2300.0,silver,mechanics,front-wheel drive,C,4400
suzuki,swift,1995,with mileage,9000.0,petrol,1000.0,green,mechanics,front-wheel drive,,400
chevrolet,volt,2013,with mileage,168000.0,petrol,1400.0,silver,auto,front-wheel drive,,12650
chrysler,cirrus,1998,with mileage,272520.80758,petrol,2500.0,other,auto,front-wheel drive,,1500
subaru,forester,2010,with mileage,160000.0,petrol,2000.0,gray,auto,all-wheel drive,J,10550
suzuki,grand-vitara,2001,with mileage,248000.0,petrol,2500.0,silver,auto,part-time four-wheel drive,J,3200
bmw,3-seriya,2001,with mileage,444444.0,petrol,2500.0,silver,auto,rear drive,D,4500
fiat,stilo,2003,with mileage,350000.0,diesel,1900.0,other,mechanics,front-wheel drive,C,4300
renault,laguna,1997,with mileage,340000.0,diesel,2200.0,green,mechanics,front-wheel drive,D,2111
citroen,c4-grand-picasso,2015,with mileage,139000.0,diesel,1600.0,gray,mechanics,front-wheel drive,C,14500
seat,toledo,1997,with mileage,300000.0,petrol,1600.0,green,mechanics,front-wheel drive,C,784
toyota,rav4,2007,with mileage,154496.63999999998,petrol,2400.0,black,auto,all-wheel drive,J,9600
audi,a4,1998,with mileage,350000.0,diesel,2500.0,gray,mechanics,all-wheel drive,D,5000
jaguar,xj,2010,with mileage,120000.0,diesel,3000.0,other,auto,rear drive,,23999
citroen,xsara,1998,with mileage,235000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,1998
audi,a6,2008,with mileage,238743.0,petrol,2000.0,black,mechanics,front-wheel drive,E,8000
luaz,969,1990,with mileage,111111.0,petrol,1100.0,gray,mechanics,part-time four-wheel drive,J,400
citroen,xantia,1998,with mileage,300000.0,diesel,2100.0,silver,mechanics,front-wheel drive,D,1050
seat,altea,2010,with mileage,70577.0,petrol,1200.0,black,mechanics,front-wheel drive,M,7000
opel,astra,2000,with mileage,320000.0,diesel,1700.0,silver,mechanics,front-wheel drive,C,3600
renault,clio,1993,with mileage,250000.0,petrol,1200.0,white,mechanics,front-wheel drive,B,750
fiat,marea,1997,with mileage,324000.0,diesel,1900.0,other,mechanics,front-wheel drive,C,1600
toyota,sienna,2010,with mileage,136000.0,petrol,3500.0,gray,auto,all-wheel drive,,13950
toyota,camry,2007,with mileage,139000.0,petrol,2400.0,silver,auto,front-wheel drive,D,8818
ford,scorpio,1995,with mileage,400000.0,petrol,2000.0,green,mechanics,rear drive,E,1600
volkswagen,beetle,1999,with mileage,200000.0,petrol,2000.0,black,mechanics,front-wheel drive,C,5500
renault,scenic,1999,with mileage,350000.0,diesel,1900.0,white,mechanics,front-wheel drive,M,1300
kia,sorento,2015,with mileage,178000.0,diesel,2200.0,white,auto,part-time four-wheel drive,J,23750
audi,100,1987,with mileage,258000.0,petrol,1800.0,other,mechanics,front-wheel drive,E,1600
mercedes-benz,e-klass,2004,with mileage,400000.0,diesel,3200.0,black,auto,rear drive,E,8100
peugeot,605,1996,with mileage,462802.0,diesel,2500.0,red,mechanics,front-wheel drive,E,1100
audi,100,1989,with mileage,460000.0,petrol,2300.0,black,mechanics,front-wheel drive,E,1400
volkswagen,passat,2007,with mileage,358775.0,diesel,2000.0,black,auto,front-wheel drive,D,6500
volkswagen,passat,2007,with mileage,317000.0,diesel,2000.0,blue,auto,front-wheel drive,D,7300
ford,focus,2001,with mileage,157000.0,petrol,2000.0,black,auto,front-wheel drive,C,1000
bmw,x5,2000,with mileage,270000.0,petrol,4400.0,silver,auto,all-wheel drive,J,6500
mitsubishi,outlander,2003,with mileage,289681.2,petrol,2400.0,black,auto,all-wheel drive,J,5600
renault,scenic,2000,with mileage,365000.0,diesel,1900.0,blue,mechanics,front-wheel drive,M,3000
toyota,previa,2001,with mileage,408000.0,petrol,2400.0,green,mechanics,front-wheel drive,,6499
skoda,octavia,2009,with mileage,179000.0,petrol,1800.0,black,auto,front-wheel drive,C,6300
volkswagen,passat,1990,with mileage,375000.0,petrol,1600.0,blue,mechanics,front-wheel drive,D,1150
volkswagen,polo-sedan,2014,with mileage,151000.0,petrol,1600.0,silver,mechanics,front-wheel drive,B,7500
audi,a4,2006,with mileage,339000.0,diesel,2700.0,black,mechanics,front-wheel drive,D,9200
ford,s-max,2014,with mileage,201000.0,diesel,1600.0,black,mechanics,front-wheel drive,D,15300
bmw,7-seriya,1999,with mileage,400000.0,petrol,3500.0,black,auto,rear drive,F,3500
chevrolet,epica,2012,with mileage,136000.0,petrol,2000.0,black,mechanics,front-wheel drive,,7000
hyundai,accent,1996,with mileage,250000.0,petrol,1300.0,burgundy,mechanics,front-wheel drive,B,600
volkswagen,sharan,2011,with mileage,265000.0,diesel,2000.0,black,auto,front-wheel drive,,12500
mitsubishi,outlander,2007,with mileage,370000.0,diesel,2000.0,other,mechanics,part-time four-wheel drive,J,9200
volkswagen,golf,2011,with mileage,117500.0,petrol,1600.0,silver,mechanics,front-wheel drive,C,9032
fiat,uno,1994,with mileage,138000.0,petrol,1300.0,black,mechanics,front-wheel drive,,1300
hyundai,trajet,2001,with mileage,300000.0,diesel,2000.0,silver,mechanics,front-wheel drive,,3100
audi,a4,2004,with mileage,277000.0,petrol,2400.0,burgundy,auto,front-wheel drive,D,4700
renault,laguna,1999,with mileage,300000.0,diesel,1900.0,silver,mechanics,front-wheel drive,D,1350
bmw,7-seriya,2002,with mileage,240000.0,petrol,4400.0,black,auto,rear drive,F,6500
ford,focus,2007,with mileage,167000.0,petrol,2000.0,burgundy,auto,front-wheel drive,C,3250
volkswagen,touran,2011,with mileage,168000.0,diesel,2000.0,brown,auto,front-wheel drive,M,14000
mazda,626,1999,with mileage,314000.0,petrol,1800.0,red,mechanics,front-wheel drive,C,1664
mazda,6,2011,with mileage,162000.0,petrol,2500.0,black,mechanics,front-wheel drive,D,10900
audi,a6,2000,with mileage,400000.0,diesel,2500.0,black,mechanics,front-wheel drive,E,4300
ford,galaxy,2002,with mileage,256000.0,diesel,1900.0,red,mechanics,front-wheel drive,M,5600
audi,80,1995,with mileage,400000.0,diesel,1900.0,green,mechanics,front-wheel drive,D,2650
ssangyong,actyon,2014,with mileage,127000.0,petrol,2000.0,black,auto,front-wheel drive,J,10641
volvo,xc90,2010,with mileage,219000.0,diesel,2400.0,black,auto,part-time four-wheel drive,J,15200
land-rover,discovery,2009,with mileage,149000.0,diesel,2700.0,black,auto,all-wheel drive,J,14990
volvo,xc60,2016,with mileage,170000.0,diesel,1965.0,black,auto,front-wheel drive,J,22800
bmw,5-seriya,2001,with mileage,280000.0,diesel,3000.0,silver,auto,rear drive,E,5850
renault,megane,2003,with mileage,280000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,3700
mazda,3,2008,with mileage,228000.0,petrol,2000.0,gray,mechanics,front-wheel drive,C,6700
ford,escort,1998,with mileage,333333.0,diesel,1800.0,black,mechanics,front-wheel drive,C,1000
bmw,5-seriya,1991,with mileage,460000.0,petrol,2000.0,burgundy,mechanics,rear drive,E,1000
bmw,x5,2005,with mileage,350000.0,petrol,3000.0,gray,auto,part-time four-wheel drive,J,10500
chrysler,grand-voyager,2000,with mileage,250000.0,petrol,3300.0,burgundy,auto,front-wheel drive,M,4300
ford,galaxy,1999,with mileage,400.0,diesel,1900.0,white,mechanics,front-wheel drive,M,3100
skoda,roomster,2009,with mileage,157000.0,petrol,1600.0,gray,auto,front-wheel drive,,7300
volkswagen,golf,1994,with mileage,221334.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,2350
renault,megane,1997,with mileage,662000.0,diesel,1900.0,gray,mechanics,front-wheel drive,C,2800
audi,a4,2000,with mileage,440000.0,diesel,2500.0,silver,mechanics,front-wheel drive,D,3500
volkswagen,passat,2011,with mileage,310000.0,petrol,1400.0,silver,auto,front-wheel drive,D,10500
seat,arosa,1998,with mileage,160000.0,petrol,1000.0,green,mechanics,front-wheel drive,,1400
bmw,x5,2009,with mileage,215000.0,petrol,3000.0,black,auto,all-wheel drive,J,16950
fiat,ulysse,2000,with mileage,360000.0,diesel,2000.0,silver,mechanics,front-wheel drive,M,3500
mazda,cosmo,1984,with mileage,185000.0,petrol,2000.0,blue,mechanics,rear drive,,2500
opel,astra,2000,with mileage,235000.0,petrol,1600.0,black,mechanics,front-wheel drive,C,2700
mitsubishi,lancer,2005,with mileage,149000.0,petrol,1600.0,gray,auto,front-wheel drive,C,3450
mitsubishi,lancer,2008,with mileage,184000.0,petrol,1600.0,gray,auto,front-wheel drive,C,5000
skoda,octavia,2011,with mileage,110000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C,11000
nissan,teana,2015,with mileage,150000.0,petrol,2500.0,white,auto,front-wheel drive,D,12900
bmw,7-seriya,1999,with mileage,431000.0,diesel,3000.0,blue,auto,rear drive,F,5400
renault,scenic,2001,with mileage,400000.0,diesel,1900.0,blue,mechanics,front-wheel drive,M,3400
audi,a4,2010,with mileage,168000.0,petrol,2000.0,white,auto,front-wheel drive,D,11000
ford,escape,2013,with mileage,112000.0,petrol,1600.0,red,auto,front-wheel drive,J,13900
mercedes-benz,c-klass,2019,with mileage,15.0,petrol,1500.0,red,auto,all-wheel drive,D,41563
volvo,v70,2006,with mileage,201811.236,petrol,2400.0,blue,auto,front-wheel drive,E,7700
opel,meriva,2006,with mileage,168500.0,diesel,1300.0,black,mechanics,front-wheel drive,M,4650
mazda,626,1998,with mileage,325006.0,petrol,1800.0,blue,mechanics,front-wheel drive,C,2200
kia,ceed,2008,with mileage,150000.0,diesel,1600.0,silver,mechanics,front-wheel drive,C,6100
bmw,3-seriya,2015,with mileage,144.0,diesel,2000.0,white,auto,part-time four-wheel drive,D,25250
renault,scenic,2015,with mileage,180000.0,diesel,1500.0,black,mechanics,front-wheel drive,M,9999
kia,sorento,2005,with mileage,285000.0,diesel,2500.0,silver,auto,part-time four-wheel drive,J,5500
mercedes-benz,190-w201,1991,for parts,3865745.0,petrol,2000.0,gray,auto,rear drive,D,750
audi,a6,1999,with mileage,260000.0,diesel,2500.0,black,mechanics,front-wheel drive,E,4900
renault,scenic,1998,with mileage,350000.0,petrol,1600.0,blue,mechanics,front-wheel drive,M,2200
audi,rs6,2003,with mileage,124975.0,petrol,4200.0,gray,auto,all-wheel drive,,10700
audi,a4,1999,with mileage,308000.0,petrol,1600.0,black,mechanics,front-wheel drive,D,3375
mercedes-benz,cls,2008,with mileage,269000.0,petrol,5500.0,silver,auto,rear drive,S,13900
mazda,cx-7,2009,with mileage,162000.0,petrol,2300.0,blue,auto,part-time four-wheel drive,J,8999
nissan,almera,2017,with mileage,34000.0,petrol,1600.0,white,auto,front-wheel drive,C,8400
renault,scenic,1998,with mileage,305000.0,petrol,2000.0,silver,auto,front-wheel drive,M,2100
lada-vaz,2121-niva,2002,with mileage,115000.0,petrol,1700.0,burgundy,mechanics,part-time four-wheel drive,J,3200
kia,sportage,2014,with mileage,77921.0,petrol,2000.0,orange,auto,part-time four-wheel drive,J,14500
mitsubishi,montero-sport,2000,with mileage,380000.0,petrol,3000.0,silver,auto,rear drive,J,4200
citroen,c5,2008,with mileage,310000.0,petrol,2000.0,brown,mechanics,front-wheel drive,D,5300
volvo,s60,2009,with mileage,180000.0,petrol,2400.0,black,auto,front-wheel drive,D,8350
mercedes-benz,e-klass,2003,with mileage,400000.0,diesel,2200.0,blue,auto,rear drive,E,6700
opel,astra,2010,with mileage,191000.0,petrol,1800.0,black,mechanics,front-wheel drive,C,6850
mercedes-benz,cls,2005,with mileage,235000.0,petrol,3500.0,silver,auto,rear drive,S,11500
opel,vectra,2001,with mileage,260.0,petrol,1600.0,blue,mechanics,front-wheel drive,D,2600
volkswagen,transporter,1994,with mileage,443000.0,diesel,1900.0,burgundy,mechanics,front-wheel drive,M,4850
volkswagen,passat,1995,with mileage,402567.0,diesel,1900.0,blue,mechanics,front-wheel drive,D,2650
audi,100,1987,with mileage,350000.0,petrol,2300.0,blue,mechanics,front-wheel drive,E,903
volkswagen,polo,1995,with mileage,212200.0,petrol,1000.0,green,mechanics,front-wheel drive,B,1100
lada-vaz,2121-niva,2011,with mileage,143000.0,petrol,1700.0,black,mechanics,part-time four-wheel drive,J,3900
renault,sandero,2018,with mileage,41000.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,B,10800
skoda,superb,2011,with mileage,270000.0,diesel,1600.0,black,mechanics,front-wheel drive,D,11200
mazda,323f,1991,with mileage,532545.0,petrol,1600.0,red,mechanics,front-wheel drive,C,800
audi,a6,1998,with mileage,400.0,diesel,2500.0,black,auto,front-wheel drive,E,4500
volkswagen,passat,1990,with mileage,300000.0,petrol,1800.0,other,mechanics,front-wheel drive,D,1650
audi,a6,2010,with mileage,187000.0,diesel,3000.0,gray,auto,all-wheel drive,E,15700
audi,q7,2006,with mileage,147000.0,diesel,3000.0,blue,auto,all-wheel drive,J,15500
fiat,tempra,1993,with mileage,275000.0,petrol,1600.0,gray,mechanics,front-wheel drive,D,1400
honda,accord,2006,with mileage,225100.0,petrol,2000.0,brown,auto,front-wheel drive,D,7950
