company,model,year,condition,mileage(km),fuel,volume(cm3),color,transmission,drive_unit,vehicle_size_class,priceUSD
seat,alhambra,1998,with mileage,300000.0,petrol,1800.0,blue,mechanics,front-wheel drive,M,3150
mitsubishi,montero,2002,with mileage,202000.0,petrol,3500.0,black,auto,part-time four-wheel drive,J,7950
nissan,tiida,2010,with mileage,53230.0,petrol,1800.0,black,mechanics,front-wheel drive,,8033
skoda,octavia,2015,with mileage,164188.0,diesel,2000.0,black,mechanics,front-wheel drive,C,14900
moskvich,2140,1986,with mileage,110000.0,petrol,1500.0,orange,mechanics,rear drive,B,200
bmw,3-seriya,2006,with mileage,260000.0,petrol,2000.0,black,mechanics,rear drive,D,7800
volkswagen,passat,2009,with mileage,307000.0,petrol,1400.0,black,auto,front-wheel drive,D,6908
mitsubishi,colt,1997,with mileage,9999.0,petrol,1300.0,silver,mechanics,front-wheel drive,B,1700
audi,a4,2009,with mileage,220000.0,diesel,2000.0,white,mechanics,all-wheel drive,D,12000
bmw,5-seriya,2003,with mileage,370000.0,petrol,2500.0,other,mechanics,rear drive,E,5700
volkswagen,tiguan,2011,with mileage,112450.0,petrol,2000.0,silver,auto,all-wheel drive,J,11690
chevrolet,captiva,2008,with mileage,195000.0,petrol,2400.0,burgundy,mechanics,part-time four-wheel drive,J,8500
alfa-romeo,156,1999,with mileage,273000.0,petrol,2000.0,other,mechanics,front-wheel drive,D,1200
lada-vaz,2108,1991,with mileage,3000.0,petrol,1500.0,red,mechanics,front-wheel drive,B,550
opel,omega,1995,with mileage,285000.0,petrol,2000.0,blue,auto,rear drive,E,1500
hyundai,santamo,1999,with mileage,300000.0,petrol,2000.0,gray,mechanics,front-wheel drive,,2250
subaru,forester,2014,with mileage,172000.0,petrol,2000.0,silver,auto,part-time four-wheel drive,J,12499
peugeot,306,2001,with mileage,345500.0,diesel,2000.0,silver,mechanics,front-wheel drive,C,2250
audi,a6,2012,with mileage,179000.0,diesel,3000.0,white,auto,all-wheel drive,E,20600
audi,a4,2004,with mileage,242000.0,diesel,1900.0,silver,mechanics,front-wheel drive,D,6450
ssangyong,actyon,2012,with mileage,110000.0,petrol,2000.0,black,mechanics,front-wheel drive,J,9000
seat,altea,2008,with mileage,202000.0,petrol,14000.0,black,mechanics,front-wheel drive,M,4600
nissan,x-trail,2009,with mileage,245000.0,diesel,2000.0,white,mechanics,part-time four-wheel drive,J,12800
isuzu,rodeo,1999,with mileage,321868.0,petrol,2200.0,green,mechanics,rear drive,,2700
bmw,3-seriya,2006,with mileage,121032.0,petrol,2000.0,black,auto,rear drive,D,12000
skoda,octavia,2007,with mileage,237000.0,petrol,1600.0,green,mechanics,front-wheel drive,C,5600
audi,a6,1995,with mileage,420000.0,diesel,2500.0,green,mechanics,front-wheel drive,E,5300
opel,zafira,2001,with mileage,295000.0,diesel,2000.0,silver,mechanics,front-wheel drive,M,4150
audi,a6-allroad,2007,with mileage,202000.0,diesel,2700.0,gray,auto,part-time four-wheel drive,E,12500
nissan,primera,1992,with mileage,300000.0,diesel,2000.0,red,mechanics,front-wheel drive,D,700
opel,vectra,2001,with mileage,223000.0,diesel,2200.0,silver,mechanics,front-wheel drive,D,2990
mercedes-benz,s-klass,2001,with mileage,242000.0,petrol,5000.0,silver,auto,rear drive,S,3999
skoda,octavia,2017,with mileage,63150.0,petrol,1600.0,white,auto,front-wheel drive,C,16800
mercedes-benz,e-klass,2015,with mileage,142000.0,petrol,2000.0,black,auto,rear drive,E,22700
nissan,qashqai,2008,with mileage,256000.0,petrol,2000.0,red,auto,part-time four-wheel drive,J,7400
mazda,mpv,2000,with mileage,362101.5,petrol,2500.0,other,auto,front-wheel drive,M,3750
ford,focus,2000,with mileage,320000.0,petrol,2000.0,burgundy,auto,front-wheel drive,C,1400
renault,megane,1996,with mileage,424280.0,petrol,2000.0,red,mechanics,front-wheel drive,C,1200
mercedes-benz,s-klass,1981,with mileage,250000.0,diesel,3000.0,burgundy,mechanics,rear drive,S,1200
ford,f-150,2009,with mileage,64373.6,petrol,5400.0,black,auto,part-time four-wheel drive,,19000
mercedes-benz,e-klass,1992,with mileage,403000.0,petrol,2000.0,black,mechanics,rear drive,E,1480
fiat,marea,2000,with mileage,350000.0,diesel,1900.0,green,mechanics,front-wheel drive,C,1500
audi,80,1987,with mileage,134955.0,petrol,1800.0,white,mechanics,front-wheel drive,D,1050
renault,logan,2013,with mileage,85000.0,petrol,1600.0,silver,mechanics,front-wheel drive,B,4499
renault,symbol,2003,with mileage,249000.0,petrol,1400.0,silver,mechanics,front-wheel drive,,2350
opel,astra,1999,with mileage,170.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,4000
toyota,sienna,2008,with mileage,107014.0,petrol,3500.0,gray,auto,front-wheel drive,,8950
bmw,x3,2006,with mileage,217100.0,petrol,3000.0,black,auto,part-time four-wheel drive,J,8990
honda,accord,1994,with mileage,369852.0,petrol,2000.0,blue,mechanics,front-wheel drive,D,900
volvo,xc60,2016,with mileage,123234.0,diesel,2000.0,black,mechanics,front-wheel drive,J,19999
ford,cougar,1998,with mileage,175000.0,petrol,2500.0,blue,mechanics,front-wheel drive,,2300
mercedes-benz,c-klass,1997,with mileage,447000.0,petrol,2800.0,silver,auto,rear drive,D,1750
nissan,qashqai,2014,with mileage,160000.0,diesel,1500.0,gray,mechanics,front-wheel drive,J,14800
mercedes-benz,s-klass,2006,with mileage,280000.0,petrol,3500.0,black,auto,rear drive,S,10700
opel,vectra,1997,with mileage,325000.0,petrol,1600.0,blue,mechanics,front-wheel drive,D,2300
hyundai,tiburon,2003,with mileage,250000.0,petrol,2700.0,blue,mechanics,front-wheel drive,,4000
opel,meriva,2005,with mileage,139000.0,petrol,1800.0,silver,auto,front-wheel drive,M,4200
volvo,xc90,2015,with mileage,166300.0,diesel,2000.0,black,auto,all-wheel drive,J,39900
lancia,dedra,1998,with mileage,230000.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,,1500
peugeot,807,2007,with mileage,244000.0,diesel,2000.0,blue,mechanics,front-wheel drive,M,8450
mercedes-benz,e-klass,2004,with mileage,290000.0,petrol,1800.0,other,auto,rear drive,E,8000
opel,agila,2001,with mileage,194000.0,petrol,1000.0,blue,mechanics,front-wheel drive,A,2300
audi,a4,2006,with mileage,225000.0,diesel,2000.0,silver,mechanics,front-wheel drive,D,7225
mazda,mpv,2002,with mileage,280000.0,petrol,3000.0,silver,auto,front-wheel drive,M,5750
volkswagen,golf,2004,with mileage,350000.0,diesel,2000.0,white,mechanics,front-wheel drive,C,4700
mercedes-benz,a-klass,2008,with mileage,232560.0,petrol,1500.0,brown,mechanics,front-wheel drive,A,7000
renault,laguna,1998,with mileage,250000.0,petrol,1800.0,white,mechanics,front-wheel drive,D,1700
opel,vectra,1998,with mileage,196000.0,petrol,1600.0,green,mechanics,front-wheel drive,D,3900
bmw,3-seriya,1999,with mileage,376000.0,petrol,1900.0,silver,mechanics,rear drive,D,4200
lancia,delta,1994,with mileage,168000.0,petrol,1600.0,green,mechanics,front-wheel drive,C,600
toyota,land-cruiser-prado,2004,with mileage,226000.0,diesel,3000.0,blue,mechanics,all-wheel drive,J,15000
renault,megane,1997,with mileage,194000.0,petrol,1200.0,gray,mechanics,front-wheel drive,C,670
volvo,s40,2005,with mileage,208000.0,petrol,2400.0,gray,auto,front-wheel drive,C,7100
mitsubishi,colt,2007,with mileage,126000.0,petrol,1300.0,black,mechanics,front-wheel drive,B,5000
opel,insignia,2011,with mileage,115000.0,petrol,1800.0,black,mechanics,front-wheel drive,D,10800
peugeot,406,1998,with mileage,157000.0,petrol,1800.0,silver,mechanics,front-wheel drive,D,2200
opel,omega,1994,with mileage,275485.0,petrol,2000.0,green,mechanics,rear drive,E,800
audi,a4,2001,with mileage,194734.0,petrol,2000.0,silver,auto,front-wheel drive,D,5640
volkswagen,passat,2002,with mileage,289000.0,diesel,1900.0,silver,mechanics,front-wheel drive,D,5100
opel,zafira,2002,with mileage,250000.0,diesel,2000.0,silver,mechanics,front-wheel drive,M,4300
skoda,octavia,2003,with mileage,370000.0,petrol,1600.0,silver,mechanics,front-wheel drive,C,3800
nissan,qashqai,2014,with mileage,98400.0,diesel,1500.0,black,mechanics,front-wheel drive,J,14500
bmw,7-seriya,2009,with mileage,200000.0,diesel,3000.0,black,auto,rear drive,F,17950
bmw,7-seriya,2009,with mileage,174000.0,petrol,4400.0,black,auto,rear drive,F,12500
mercedes-benz,e-klass,2009,with mileage,120000.0,diesel,2200.0,black,auto,rear drive,E,11500
renault,grand-scenic,2008,with mileage,420000.0,diesel,2000.0,blue,auto,front-wheel drive,,4999
renault,safrane,1997,with mileage,234000.0,petrol,2000.0,blue,mechanics,front-wheel drive,E,1950
daewoo,matiz,2008,with mileage,1.0,petrol,800.0,other,mechanics,front-wheel drive,A,1200
toyota,corolla,2007,with mileage,110000.0,petrol,1600.0,silver,auto,front-wheel drive,C,6700
opel,zafira,2001,with mileage,285000.0,petrol,1600.0,silver,mechanics,front-wheel drive,M,3600
volkswagen,golf,1994,with mileage,127574.0,diesel,1900.0,red,mechanics,front-wheel drive,C,1200
volkswagen,golf,1990,with mileage,200000.0,petrol,1800.0,black,auto,front-wheel drive,C,1650
honda,accord,2006,with mileage,119000.0,petrol,2400.0,white,auto,front-wheel drive,D,5500
bmw,3-seriya,1998,with mileage,3900000.0,petrol,1800.0,black,mechanics,rear drive,D,2050
ford,sierra,1988,with mileage,999999.0,petrol,1600.0,blue,mechanics,rear drive,,428
ford,fusion-usa,2014,with mileage,109000.0,petrol,1500.0,black,auto,front-wheel drive,M,10300
infiniti,fx,2010,with mileage,160000.0,petrol,3700.0,orange,auto,all-wheel drive,,18999
opel,omega,1996,with mileage,398000.0,petrol,2000.0,green,mechanics,rear drive,E,1700
toyota,auris,2014,with mileage,100000.0,diesel,1400.0,green,mechanics,front-wheel drive,C,10350
alfa-romeo,166,2000,with mileage,350000.0,petrol,2000.0,other,mechanics,front-wheel drive,E,3000
kia,ceed,2013,with mileage,48500.0,petrol,1600.0,silver,auto,front-wheel drive,C,10750
opel,vectra,1997,with mileage,300000.0,diesel,1700.0,black,mechanics,front-wheel drive,D,2000
mazda,protege,2001,with mileage,180000.0,petrol,1600.0,silver,auto,front-wheel drive,,3650
audi,100,1986,with mileage,365000.0,petrol,1800.0,red,mechanics,front-wheel drive,E,1150
alfa-romeo,147,2003,with mileage,220000.0,diesel,1900.0,silver,mechanics,front-wheel drive,C,3500
skoda,fabia,2010,with mileage,109.0,petrol,1200.0,red,auto,front-wheel drive,B,6700
audi,a4,2006,with mileage,280000.0,diesel,2500.0,black,auto,front-wheel drive,D,7300
renault,megane,2007,with mileage,180000.0,diesel,1900.0,other,mechanics,front-wheel drive,C,5500
skoda,fabia,2010,with mileage,214000.0,petrol,1200.0,blue,mechanics,front-wheel drive,B,4300
mercedes-benz,cls,2010,with mileage,180000.0,petrol,3500.0,black,auto,rear drive,S,22600
mitsubishi,colt,2007,with mileage,171000.0,petrol,1300.0,silver,mechanics,front-wheel drive,B,3999
volkswagen,passat,2011,with mileage,206000.0,diesel,1600.0,black,mechanics,front-wheel drive,D,12800
mazda,626,1994,with mileage,497000.0,petrol,2000.0,white,mechanics,front-wheel drive,C,850
mercedes-benz,mb,1990,with mileage,400000.0,diesel,2400.0,white,mechanics,front-wheel drive,,500
ford,focus,2003,with mileage,208312.9696,petrol,2000.0,black,auto,front-wheel drive,C,4300
volkswagen,passat,1990,with mileage,300000.0,diesel,1600.0,other,mechanics,front-wheel drive,D,1046
chrysler,voyager,2005,with mileage,372273.0,diesel,2500.0,silver,mechanics,front-wheel drive,M,8700
mitsubishi,galant,2001,with mileage,398000.0,diesel,2000.0,silver,mechanics,front-wheel drive,D,3650
mazda,cx-3,2015,with mileage,45000.0,petrol,2000.0,burgundy,auto,part-time four-wheel drive,,17900
mazda,626,1988,with mileage,300000.0,petrol,2000.0,blue,mechanics,front-wheel drive,C,500
fiat,punto,1999,with mileage,133900.0,petrol,1200.0,other,mechanics,front-wheel drive,B,1500
bmw,x1,2012,with mileage,94000.0,petrol,2000.0,white,auto,rear drive,J,13300
mitsubishi,space-star,1999,with mileage,395000.0,petrol,1300.0,silver,mechanics,front-wheel drive,M,1950
land-rover,range-rover,2002,with mileage,335528.0,diesel,3000.0,black,auto,all-wheel drive,J,10000
volkswagen,passat,1982,with damage,300000.0,petrol,1600.0,red,mechanics,front-wheel drive,D,290
kia,sportage,2016,with mileage,75900.0,petrol,1600.0,red,auto,part-time four-wheel drive,J,21450
opel,astra,2011,with mileage,125000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,7650
renault,megane,2014,with mileage,169000.0,diesel,1500.0,white,mechanics,front-wheel drive,C,9100
mercedes-benz,c-klass,2010,with mileage,118131.0,petrol,1800.0,red,auto,rear drive,D,13150
volkswagen,polo-sedan,2018,with mileage,51400.0,petrol,1600.0,gray,mechanics,front-wheel drive,B,9700
skoda,octavia,2009,with mileage,131000.0,petrol,1400.0,blue,mechanics,front-wheel drive,C,7800
ford,escort,1998,with mileage,1234567.0,diesel,1800.0,silver,mechanics,front-wheel drive,C,555
nissan,murano,2010,with mileage,180000.0,petrol,3498.0,black,auto,all-wheel drive,J,11500
infiniti,ex,2011,with mileage,119000.0,petrol,3700.0,gray,auto,part-time four-wheel drive,,13700
nissan,almera,2000,with mileage,361000.0,petrol,1500.0,green,mechanics,front-wheel drive,C,2750
mazda,3,2010,with mileage,145000.0,petrol,2000.0,blue,auto,front-wheel drive,C,7500
toyota,rav4,2016,with mileage,110000.0,petrol,2000.0,black,auto,all-wheel drive,J,24800
chevrolet,astro,2001,with mileage,300.0,petrol,4300.0,blue,auto,part-time four-wheel drive,,4200
renault,scenic,1997,with mileage,192000.0,petrol,1600.0,red,auto,front-wheel drive,M,2500
fiat,cinquecento,1995,with damage,150000.0,petrol,750.0,red,mechanics,front-wheel drive,,230
ford,focus,2001,with mileage,260000.0,diesel,1800.0,blue,mechanics,front-wheel drive,C,2300
mazda,626,1999,with mileage,327000.0,petrol,2000.0,silver,mechanics,front-wheel drive,C,1980
audi,100,1993,with mileage,404000.0,petrol,2300.0,silver,mechanics,front-wheel drive,E,3000
opel,vectra,1996,with mileage,350000.0,petrol,1600.0,other,mechanics,front-wheel drive,D,2500
audi,a6,1995,with mileage,300000.0,petrol,2600.0,blue,mechanics,front-wheel drive,E,2900
ford,fusion,2011,with mileage,175000.0,petrol,1400.0,other,mechanics,front-wheel drive,M,5450
audi,a3,2003,with mileage,300000.0,diesel,2000.0,blue,mechanics,front-wheel drive,C,5800
mazda,mx-3,1996,with mileage,299000.0,petrol,1600.0,black,mechanics,front-wheel drive,,2500
audi,100,1990,with mileage,450000.0,petrol,1800.0,white,mechanics,front-wheel drive,E,1600
volkswagen,touran,2007,with mileage,111111.0,diesel,1900.0,burgundy,auto,front-wheel drive,M,6200
peugeot,407,2007,with mileage,201000.0,petrol,1800.0,brown,mechanics,front-wheel drive,D,5900
mitsubishi,space-wagon,1995,for parts,200000.0,petrol,2000.0,white,mechanics,front-wheel drive,M,1000
suzuki,grand-vitara,2007,with mileage,230000.0,petrol,2000.0,blue,mechanics,all-wheel drive,J,7397
opel,vectra,1996,with mileage,123456.0,petrol,1800.0,blue,mechanics,front-wheel drive,D,2450
toyota,camry,2008,with mileage,149000.0,petrol,2400.0,gray,auto,front-wheel drive,D,11900
skoda,octavia,2007,with mileage,256000.0,petrol,1600.0,white,mechanics,front-wheel drive,C,4990
opel,combo,2008,with mileage,380000.0,diesel,1300.0,yellow,mechanics,front-wheel drive,M,3850
hyundai,elantra,1999,with mileage,405000.0,petrol,1600.0,red,mechanics,front-wheel drive,C,850
peugeot,406,1998,with mileage,360000.0,diesel,2100.0,blue,mechanics,front-wheel drive,D,2500
renault,twingo,1997,with mileage,340000.0,petrol,1200.0,blue,mechanics,front-wheel drive,,850
uaz,452,1994,with mileage,99999.0,petrol,2400.0,green,mechanics,part-time four-wheel drive,J,2000
fiat,tipo,1993,with mileage,295000.0,petrol,1400.0,black,mechanics,front-wheel drive,,550
citroen,c4,2012,with mileage,115000.0,petrol,1600.0,gray,auto,front-wheel drive,C,7400
mercedes-benz,s-klass,2012,with mileage,290000.0,petrol,4700.0,black,auto,all-wheel drive,S,27200
renault,laguna,2013,with mileage,98192.0,diesel,1500.0,silver,mechanics,front-wheel drive,D,10350
mazda,6,2002,with mileage,214060.0,petrol,2300.0,black,auto,front-wheel drive,D,2500
audi,80,1989,with mileage,250000.0,petrol,1800.0,other,mechanics,front-wheel drive,D,2200
chevrolet,cruze,2013,with mileage,104000.0,petrol,1600.0,black,auto,front-wheel drive,C,8500
fiat,brava,1996,with mileage,330000.0,petrol,1400.0,red,mechanics,front-wheel drive,C,1400
mitsubishi,lancer,2010,with mileage,190000.0,petrol,2000.0,black,auto,front-wheel drive,C,7450
mazda,mpv,2000,with mileage,300000.0,petrol,2000.0,silver,mechanics,front-wheel drive,M,2800
volkswagen,golf,1991,with mileage,325000.0,petrol,1600.0,red,mechanics,front-wheel drive,C,600
renault,clio,2000,with mileage,192000.0,petrol,1400.0,red,mechanics,front-wheel drive,B,1250
volkswagen,passat,1994,with mileage,123.0,diesel,1900.0,blue,mechanics,front-wheel drive,D,3300
lada-vaz,2106,1990,with mileage,63500.0,petrol,1200.0,other,mechanics,rear drive,B,699
nissan,qashqai,2010,with mileage,141000.0,petrol,2000.0,purple,auto,part-time four-wheel drive,J,10650
bmw,3-seriya,2001,with mileage,360000.0,diesel,2000.0,other,mechanics,rear drive,D,4850
bmw,5-seriya,2013,with mileage,130000.0,diesel,3000.0,blue,auto,all-wheel drive,E,29400
audi,a8,2010,with mileage,105000.0,diesel,4200.0,black,auto,all-wheel drive,F,29600
chevrolet,orlando,2012,with mileage,111000.0,petrol,1800.0,black,mechanics,front-wheel drive,M,11400
volkswagen,passat,1989,with mileage,200.0,petrol,1800.0,white,mechanics,front-wheel drive,D,1600
ford,fiesta,1997,with mileage,65000.0,petrol,1300.0,green,mechanics,front-wheel drive,B,897
toyota,avensis,2009,with mileage,193000.0,petrol,1600.0,black,mechanics,front-wheel drive,D,9700
peugeot,106,1998,with mileage,239450.0,petrol,1100.0,red,mechanics,front-wheel drive,B,1600
volvo,v50,2009,with mileage,184322.0,diesel,2000.0,black,auto,front-wheel drive,C,9460
subaru,legacy,2000,with mileage,260713.08,petrol,2500.0,blue,mechanics,all-wheel drive,D,2950
skoda,octavia,2015,with mileage,73000.0,petrol,1800.0,red,mechanics,front-wheel drive,C,18000
audi,a6,2007,with mileage,265000.0,diesel,2700.0,black,auto,front-wheel drive,E,9300
toyota,camry,2007,with mileage,226916.94,petrol,2400.0,black,auto,front-wheel drive,D,9100
volvo,s80,1999,with mileage,315000.0,petrol,2400.0,black,mechanics,front-wheel drive,E,4000
hyundai,grandeur,2013,with mileage,84000.0,petrol,3000.0,silver,auto,front-wheel drive,,15500
citroen,xantia,1997,with mileage,1800.0,petrol,1800.0,green,auto,front-wheel drive,D,1700
audi,a6,2002,with mileage,270000.0,petrol,2400.0,silver,auto,all-wheel drive,E,4500
chery,fora,2007,with mileage,150000.0,petrol,2000.0,other,mechanics,front-wheel drive,,2000
honda,accord,2000,with mileage,160000.0,petrol,1800.0,blue,mechanics,front-wheel drive,D,4200
audi,a6,2015,with mileage,200000.0,diesel,2000.0,blue,mechanics,front-wheel drive,E,20500
volkswagen,touareg,2007,with mileage,310000.0,diesel,3000.0,silver,auto,all-wheel drive,J,11500
mazda,6,2004,with mileage,245000.0,petrol,2000.0,black,auto,front-wheel drive,D,4500
mitsubishi,pajero,2007,with mileage,160000.0,petrol,3000.0,silver,auto,all-wheel drive,J,11800
mazda,xedos-6,1995,with mileage,123655.0,petrol,2000.0,silver,mechanics,front-wheel drive,,1500
mazda,6,2005,with mileage,290000.0,petrol,2300.0,burgundy,auto,front-wheel drive,D,4400
peugeot,508,2015,with mileage,166000.0,diesel,2000.0,silver,auto,front-wheel drive,D,17300
skoda,octavia,2008,with mileage,150000.0,petrol,1600.0,black,mechanics,front-wheel drive,C,7500
citroen,c5,2001,with mileage,183000.0,petrol,3000.0,blue,mechanics,front-wheel drive,D,2550
honda,accord,1996,with mileage,408000.0,petrol,1800.0,silver,mechanics,front-wheel drive,D,1750
skoda,fabia,2007,with mileage,230000.0,diesel,1400.0,white,mechanics,front-wheel drive,B,4300
audi,a4,2009,with mileage,200000.0,petrol,1800.0,black,auto,front-wheel drive,D,9100
audi,a6,2008,with mileage,194500.0,petrol,3000.0,white,auto,all-wheel drive,E,10999
